step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,x,y,theta,safety,action
109,66.2,62.0,68.4,64.6,69.5,66.5,69.9,61.8,-0.034,0.0,9.821,-0.564,-102.744,-0.319,0.004,0.0502,8.308,4.81,carpet,0.0,0.2,61.8,62.0,0.1062,-0.0552,-0.7,ok,avanzando en carpet
110,62.6,68.3,66.7,66.7,69.1,62.0,68.5,61.7,1.158,0.0,9.807,-0.456,-4917.544,-0.261,1.192,0.1005,8.409,4.911,rough,0,6.7,61.7,68.3,0.1078,-0.0565,-0.7,ok,avanzando en rough
111,60.3,70.2,63.4,71.4,64.6,68.3,67.9,65.5,-0.916,0.0,9.855,-0.274,2452.267,-0.007,2.075,0.0502,8.459,4.961,rough,0,5.3,60.3,67.9,0.1085,-0.0571,-0.7,ok,avanzando en rough
112,70.4,70.3,69.1,76.2,67.0,69.4,64.5,69.1,-0.037,0.0,9.825,-0.327,2553.446,-0.122,0.879,0.0502,8.509,5.011,rough,0.0,0.2,69.1,64.5,0.1093,-0.0578,-0.701,ok,explorando (rough)
113,68.7,67.9,66.2,65.8,66.4,63.1,67.3,67.9,0.006,0.002,9.798,-0.894,63.955,87.227,0.051,-0.0031,9.169,4.346,sand,0.0,0.0,67.9,67.3,0.1093,-0.0577,-1.144,ok,avanzando en sand
114,63.5,67.6,67.0,63.6,63.0,67.2,63.9,67.8,1.664,0.001,9.768,-11.001,-6692.057,68.108,1.658,0.0722,9.238,4.421,rough,0,9.7,63.5,63.9,0.1099,-0.059,-1.098,ok,avanzando en rough
115,68.1,62.9,65.3,61.7,64.8,68.0,68.6,70.9,-0.248,-0.0,9.823,-5.326,3297.079,54.381,1.913,0.0502,9.288,4.471,rough,0.0,1.4,68.1,62.9,0.1104,-0.0599,-1.063,ok,avanzando en rough
116,62.5,61.9,68.3,70.7,64.2,68.2,68.7,68.1,-0.004,-0.001,9.85,-6.572,3527.831,45.07,0.245,0.0502,9.338,4.522,metal,0,0.0,62.5,61.9,0.1109,-0.0607,-1.035,ok,avanzando en metal
117,67.2,70.0,59.9,68.6,67.7,66.6,64.9,72.4,1.504,-0.001,9.8,-8.902,-3142.649,36.236,1.508,0.1193,9.458,4.641,rough,0.01,8.7,67.2,64.9,0.1122,-0.0627,-1.011,ok,avanzando en rough
118,66.9,62.6,68.0,64.5,66.4,63.5,70.2,61.3,-1.414,-0.001,9.821,0.212,3799.95,30.014,2.917,0.0502,9.508,4.691,rough,0,8.2,61.3,62.6,0.1127,-0.0636,-0.992,ok,avanzando en rough
119,67.8,74.0,67.4,66.1,66.9,62.7,62.6,66.4,0.047,-0.001,9.869,2.222,-1874.566,23.499,1.462,0.0502,9.558,4.741,rough,0.0,0.3,66.4,62.6,0.1133,-0.0644,-0.977,ok,avanzando en rough
120,70.3,65.2,62.5,64.3,69.6,63.7,65.8,68.1,0.042,-0.001,9.85,3.574,163.23,18.378,0.019,0.0502,9.608,4.792,carpet,0,0.2,68.1,65.2,0.1139,-0.0652,-0.965,ok,avanzando en carpet
121,67.9,63.2,65.4,67.0,67.2,66.5,67.9,68.7,1.015,-0.001,9.804,1.638,122.289,16.223,0.974,0.1005,9.709,4.892,rough,0,5.9,67.9,63.2,0.115,-0.0669,-0.955,ok,avanzando en rough
122,73.4,72.4,66.6,69.0,69.6,68.2,71.6,65.4,-1.158,-0.001,9.805,2.436,4969.799,12.368,2.173,0.0502,9.759,4.942,rough,0.0,6.7,65.4,71.6,0.1156,-0.0677,-0.947,ok,avanzando en rough
123,67.2,70.0,70.1,65.0,68.1,70.0,71.6,68.4,-0.069,-0.001,9.775,2.113,-2465.087,9.354,1.09,0.0502,9.809,4.993,rough,0,0.4,67.2,70.0,0.1162,-0.0685,-0.941,ok,explorando (rough)
124,71.5,72.7,63.9,60.5,66.9,62.5,65.2,68.2,0.018,-0.001,9.787,4.335,-385.21,-37.168,0.088,0.0,9.508,5.294,sand,0.0,0.1,68.2,65.2,0.1162,-0.0685,-0.738,ok,avanzando en sand
125,67.7,64.0,61.2,67.1,70.9,67.4,64.2,66.2,1.401,0.0,9.798,9.697,-14.483,-31.307,1.383,0.0722,9.583,5.363,rough,0,8.1,66.2,64.0,0.1173,-0.0695,-0.76,ok,avanzando en rough
126,69.7,64.6,65.3,68.9,68.1,66.8,63.8,63.8,-0.458,0.001,9.807,6.956,1934.756,-23.276,1.859,0.0502,9.634,5.413,rough,0,2.7,63.8,63.8,0.118,-0.0702,-0.775,ok,avanzando en rough
127,65.2,64.2,67.1,71.8,69.7,67.7,64.4,63.6,-0.055,-0.001,9.883,3.209,-225.214,-19.579,0.41,0.0502,9.684,5.464,metal,0.0,0.3,63.6,64.2,0.1187,-0.0709,-0.787,ok,avanzando en metal
128,69.3,65.5,67.8,71.5,67.3,70.1,70.7,66.3,1.61,0.0,9.774,4.962,-6995.7,-16.743,1.669,0.1193,9.803,5.583,rough,0.01,9.4,66.3,65.5,0.1204,-0.0726,-0.798,ok,avanzando en rough
129,58.6,57.4,67.2,60.8,64.0,70.3,71.3,71.1,-1.284,0.0,9.785,0.207,3485.89,-12.677,2.895,0.0502,9.853,5.633,rough,0,7.5,58.6,57.4,0.121,-0.0734,-0.806,ok,avanzando en rough
130,66.4,67.1,65.0,69.0,62.3,67.2,71.6,66.9,-0.062,0.0,9.822,0.806,3676.75,-10.24,1.223,0.0502,9.904,5.683,rough,0,0.4,66.4,67.1,0.1217,-0.0741,-0.813,ok,avanzando en rough
131,65.4,67.5,68.2,69.1,68.2,59.3,73.6,64.4,0.014,0.0,9.778,-0.336,-1810.12,-8.307,0.087,0.0502,9.954,5.734,carpet,0.0,0.1,64.4,67.5,0.1224,-0.0748,-0.818,ok,avanzando en carpet
132,62.9,63.5,66.7,62.4,71.4,61.9,66.3,65.6,0.994,0.0,9.811,0.137,-19.423,-6.919,0.98,0.1005,10.054,5.834,rough,0,5.8,62.9,63.5,0.1238,-0.0763,-0.823,ok,avanzando en rough
133,67.9,68.6,63.1,68.3,65.0,66.4,66.6,65.6,-1.175,0.0,9.768,-0.405,4817.765,-5.212,2.169,0.0502,10.105,5.884,rough,0,6.9,65.6,66.6,0.1245,-0.077,-0.826,ok,avanzando en rough
134,71.3,60.4,66.6,71.6,66.3,66.6,67.6,67.5,-0.086,0.0,9.83,-0.632,-2378.113,-4.159,1.091,0.0502,10.155,5.935,rough,0.0,0.5,67.5,60.4,0.1252,-0.0778,-0.829,ok,avanzando en rough
135,67.7,61.6,57.3,64.3,66.2,67.7,69.3,77.2,0.018,0.0,9.806,-0.875,-2472.703,-2.941,0.107,0.0502,10.205,5.985,metal,0,0.1,67.7,61.6,0.1258,-0.0785,-0.83,ok,avanzando en metal
136,69.1,62.9,76.0,65.0,66.2,68.4,69.3,72.6,1.398,0.0,9.789,-0.464,-20.561,-2.758,1.38,0.1193,10.324,6.104,rough,0.01,8.1,69.1,62.9,0.1274,-0.0803,-0.832,ok,avanzando en rough
137,65.2,66.8,70.1,68.6,62.0,62.5,71.2,72.2,-1.623,0.0,9.809,-0.639,6723.665,-1.809,3.02,0.0502,10.375,6.154,rough,0,9.4,65.2,66.8,0.1281,-0.081,-0.833,ok,avanzando en rough
138,66.2,69.2,64.0,67.5,73.2,65.9,69.0,68.2,-0.123,-0.0,9.811,-0.58,-3311.277,-1.264,1.499,0.0502,10.425,6.205,rough,0.0,0.7,66.2,69.0,0.1288,-0.0818,-0.834,ok,avanzando en rough
139,65.1,66.8,68.6,66.5,62.0,68.5,70.4,60.7,0.023,0.0,9.771,-0.631,-3481.532,-0.808,0.151,0.0502,10.475,6.255,metal,0,0.1,60.7,66.8,0.1295,-0.0825,-0.835,ok,avanzando en metal
140,69.6,62.9,70.3,65.3,63.7,67.3,77.1,73.8,1.327,-0.0,9.802,-0.233,1694.068,-0.828,1.305,0.1193,10.594,6.374,rough,0.01,7.7,69.6,62.9,0.1311,-0.0843,-0.835,ok,avanzando en rough
141,62.3,66.9,67.5,65.8,70.2,59.6,64.4,67.9,-1.414,0.0,9.872,-0.514,-122.283,-0.482,2.743,0.0502,10.645,6.424,rough,0,8.2,62.3,64.4,0.1317,-0.085,-0.836,ok,avanzando en rough
142,68.7,70.6,64.5,63.8,69.6,69.6,71.3,71.8,-0.035,0.0,9.789,-0.419,-177.9,-0.316,1.382,0.0502,10.695,6.475,rough,0.0,0.2,68.7,70.6,0.1324,-0.0858,-0.836,ok,avanzando en rough
143,66.6,73.5,63.5,64.4,62.9,71.4,69.2,64.5,-0.026,0.0,9.787,-0.346,-223.242,-0.232,0.009,0.0502,10.745,6.525,carpet,0,0.2,64.5,69.2,0.1331,-0.0865,-0.836,ok,avanzando en carpet
144,64.7,66.8,66.8,66.5,66.3,71.5,68.0,63.6,1.162,-0.0,9.757,-0.284,-5046.529,-0.223,1.188,0.1005,10.846,6.625,rough,0,6.8,63.6,66.8,0.1344,-0.088,-0.836,ok,avanzando en rough
145,70.2,68.8,64.7,59.8,69.1,69.5,72.4,64.4,-0.904,-0.0,9.84,-0.209,2516.829,0.058,2.068,0.0502,10.896,6.676,rough,0.0,5.2,64.4,68.8,0.1351,-0.0888,-0.836,ok,explorando (rough)
146,62.5,69.4,69.8,61.2,62.8,73.0,69.4,59.4,-0.065,-0.006,9.865,8.677,-285.739,36.135,0.839,0.0,11.197,6.374,rough,0.0,0.4,59.4,69.4,0.1351,-0.0888,-1.04,ok,avanzando en rough
147,66.7,69.6,66.5,66.2,71.7,65.8,71.3,66.7,1.134,0.0,9.838,3.941,-5192.685,28.184,1.199,0.0502,11.247,6.424,rough,0.0,6.6,66.7,69.6,0.1356,-0.0896,-1.022,ok,avanzando en rough
148,68.1,67.3,67.2,66.0,72.5,66.2,62.4,70.8,0.047,-0.001,9.777,0.781,2564.688,20.897,1.089,0.0502,11.298,6.475,rough,0,0.3,68.1,62.4,0.1362,-0.0905,-1.009,ok,avanzando en rough
149,64.7,70.5,61.5,74.2,65.2,66.5,68.1,64.4,-0.066,-0.001,9.772,2.107,2647.091,18.012,0.113,0.0502,11.348,6.525,metal,0,0.4,64.4,68.1,0.1367,-0.0913,-0.997,ok,avanzando en metal
150,66.5,70.8,68.1,66.0,64.5,60.9,67.5,67.2,1.48,-0.001,9.808,0.111,-4108.328,16.322,1.547,0.1225,11.467,6.651,rough,0,8.6,66.5,67.5,0.1381,-0.0933,-0.984,ok,avanzando en rough
151,68.0,62.1,60.1,72.6,64.8,67.6,62.4,66.6,-1.381,-0.001,9.797,3.355,2777.404,12.103,2.861,0.0502,11.518,6.701,rough,0.0,8.0,66.6,62.1,0.1386,-0.0942,-0.977,ok,avanzando en rough
152,61.0,67.6,67.2,68.5,71.3,71.7,72.4,72.0,-0.125,-0.001,9.794,3.114,2805.906,9.683,1.255,0.0502,11.568,6.751,rough,0,0.7,61.0,67.6,0.1392,-0.095,-0.97,ok,avanzando en rough
153,70.7,65.7,63.8,69.7,67.2,70.8,65.2,64.9,-0.104,-0.001,9.806,3.522,-521.807,7.625,0.025,0.0502,11.618,6.801,carpet,0,0.6,64.9,65.2,0.1398,-0.0958,-0.966,ok,avanzando en carpet
154,66.8,69.9,68.4,67.7,63.9,69.0,67.6,64.2,1.104,-0.001,9.804,2.242,-5423.651,6.351,1.208,0.1005,11.718,6.902,rough,0.0,6.4,64.2,67.6,0.1409,-0.0975,-0.962,ok,avanzando en rough
155,67.6,69.7,64.3,64.9,62.6,67.7,68.5,68.3,-0.97,-0.001,9.863,1.746,2700.139,4.598,2.076,0.0502,11.769,6.952,rough,0,5.6,67.6,68.5,0.1415,-0.0983,-0.959,ok,avanzando en rough
156,70.2,66.1,68.2,68.7,68.1,62.1,63.8,63.5,-0.104,-0.001,9.807,2.361,2737.836,3.8,0.868,0.0502,11.819,7.002,rough,0,0.6,63.5,63.8,0.1421,-0.0991,-0.956,ok,avanzando en rough
157,72.3,68.5,66.5,66.1,70.3,68.5,60.5,63.7,-0.087,-0.0,9.785,2.235,-421.961,2.971,0.028,0.0502,11.869,7.052,carpet,0.0,0.5,63.7,60.5,0.1427,-0.0999,-0.954,ok,avanzando en carpet
158,56.4,70.8,69.7,67.0,69.3,63.0,64.5,63.4,1.118,-0.0,9.768,1.607,-5295.325,2.445,1.205,0.1005,11.97,7.153,rough,0,6.5,56.4,64.5,0.1438,-0.1016,-0.953,ok,avanzando en rough
159,64.5,70.4,69.5,59.6,64.2,66.9,67.9,61.4,-0.954,-0.0,9.855,1.053,2651.346,1.556,2.073,0.0502,12.02,7.203,rough,0,5.5,61.4,67.9,0.1444,-0.1024,-0.952,ok,avanzando en rough
160,67.4,64.7,63.9,62.8,71.3,67.2,72.5,68.2,-0.088,-0.0,9.778,1.396,2693.327,1.361,0.869,0.0502,12.07,7.253,rough,0.0,0.5,67.4,64.7,0.145,-0.1032,-0.951,ok,avanzando en rough
161,64.4,67.2,66.0,69.8,63.7,73.9,68.5,65.7,-0.074,-0.0,9.901,1.219,-342.308,1.033,0.124,0.0502,12.12,7.304,metal,0,0.4,64.4,67.2,0.1456,-0.104,-0.95,ok,avanzando en metal
162,67.0,66.2,68.7,73.4,70.1,61.8,63.6,63.7,1.594,-0.0,9.793,0.917,-7113.897,0.889,1.671,0.1193,12.24,7.423,rough,0.01,9.2,63.7,63.6,0.147,-0.106,-0.95,ok,avanzando en rough
163,69.3,65.0,66.1,64.2,75.0,60.5,65.3,67.2,-1.298,-0.0,9.778,0.635,3541.148,0.273,2.892,0.0502,12.29,7.473,rough,0,7.6,67.2,65.0,0.1475,-0.1068,-0.949,ok,avanzando en rough
164,65.5,67.1,63.7,66.4,69.9,71.8,69.5,66.4,-0.078,-0.0,9.794,0.717,3679.523,0.444,1.22,0.0502,12.34,7.523,rough,0.0,0.5,65.5,67.1,0.1481,-0.1076,-0.949,ok,avanzando en rough
165,69.7,66.1,66.5,66.5,65.6,67.1,75.9,65.0,-0.003,-0.0,9.768,0.383,-1807.529,0.359,0.08,0.0502,12.39,7.574,carpet,0,0.0,65.0,66.1,0.1487,-0.1084,-0.949,ok,avanzando en carpet
166,69.7,66.6,67.2,69.9,65.3,62.6,69.4,67.1,1.248,-0.0,9.784,0.519,-6546.435,0.25,1.251,0.1005,12.491,7.674,rough,0.0,7.3,67.1,66.6,0.1499,-0.1101,-0.949,ok,avanzando en rough
167,66.0,69.9,68.7,68.6,64.5,69.6,69.7,60.2,-0.846,-0.0,9.827,0.387,3279.379,-0.077,2.094,0.0502,12.541,7.724,rough,0,4.9,60.2,69.7,0.1505,-0.1109,-0.949,ok,avanzando en rough
168,71.6,66.9,65.4,66.8,70.2,68.2,60.6,63.1,-0.01,-0.0,9.854,0.354,3468.609,0.135,0.836,0.0502,12.591,7.775,rough,0,0.1,63.1,60.6,0.1511,-0.1117,-0.949,ok,avanzando en rough
169,68.8,66.9,68.3,70.4,71.1,70.0,68.7,67.1,-0.154,-0.0,9.85,0.284,3453.585,0.099,0.144,0.0502,12.642,7.825,metal,0,0.9,67.1,66.9,0.1516,-0.1125,-0.949,ok,avanzando en metal
170,61.2,62.0,62.0,64.4,71.1,65.4,66.1,70.2,1.364,-0.0,9.767,0.273,-3395.124,0.191,1.52,0.1225,12.767,7.944,rough,0,7.9,61.2,62.0,0.1531,-0.1145,-0.951,ok,avanzando en rough
171,68.1,64.6,64.1,75.2,67.5,69.0,69.8,65.9,-1.518,-0.0,9.786,0.176,3248.023,0.027,2.882,0.0502,12.817,7.994,rough,0,8.8,65.9,64.6,0.1536,-0.1153,-0.951,ok,avanzando en rough
172,69.5,66.8,66.0,60.5,68.9,68.2,64.9,63.1,-0.081,-0.0,9.809,0.11,-1595.238,0.101,1.437,0.0502,12.868,8.045,rough,0,0.5,63.1,64.9,0.1542,-0.1161,-0.951,ok,avanzando en rough
173,60.8,67.6,66.9,71.8,67.4,64.5,75.7,68.8,-0.01,-0.0,9.798,0.111,-1722.833,-0.01,0.072,0.0502,12.918,8.095,carpet,0,0.1,60.8,67.6,0.1548,-0.117,-0.951,ok,avanzando en carpet
174,62.6,61.0,67.9,61.4,65.4,70.0,64.2,67.7,1.247,-0.0,9.797,0.093,-6524.773,-0.005,1.256,0.1005,13.018,8.195,rough,0.0,7.3,62.6,61.0,0.156,-0.1186,-0.951,ok,avanzando en rough
175,63.9,61.9,66.6,69.4,73.3,69.5,72.3,72.8,-0.853,0.0,9.81,0.153,3227.823,-0.2,2.1,0.0502,13.069,8.246,rough,0,5.0,63.9,61.9,0.1566,-0.1194,-0.951,ok,avanzando en rough
176,64.2,71.8,67.4,63.5,67.3,72.0,71.2,62.5,-0.016,-0.0,9.847,0.04,3408.681,0.013,0.838,0.0502,13.119,8.296,rough,0.0,0.1,62.5,71.2,0.1572,-0.1202,-0.951,ok,avanzando en rough
177,69.9,63.8,72.1,70.5,67.6,66.2,67.1,60.5,0.054,0.0,9.812,0.01,-1679.969,0.111,0.078,0.0502,13.169,8.346,carpet,0,0.3,60.5,63.8,0.1577,-0.121,-0.951,ok,avanzando en carpet
178,63.5,67.7,66.4,72.2,71.2,71.0,63.7,66.1,1.033,-0.0,9.803,0.029,159.903,-0.047,0.979,0.1005,13.27,8.447,rough,0,6.0,63.5,63.7,0.1589,-0.1227,-0.951,ok,explorando (rough)
179,67.6,70.0,74.2,68.5,68.8,65.0,65.7,66.2,-0.033,0.004,9.811,0.18,-221.824,-35.479,1.066,-0.0,12.968,8.748,rough,0.0,0.2,66.2,65.7,0.1589,-0.1227,-0.746,ok,avanzando en rough
180,62.5,70.9,66.1,70.0,66.1,66.9,67.7,60.6,1.164,0.0,9.839,3.355,-5105.591,-27.37,1.197,0.0502,13.018,8.798,rough,0,6.7,60.6,67.7,0.1596,-0.1234,-0.764,ok,avanzando en rough
181,65.0,63.3,65.9,67.3,66.6,63.3,66.1,68.0,0.076,0.0,9.814,2.746,2504.083,-23.612,1.088,0.0502,13.069,8.849,rough,0,0.4,65.0,63.3,0.1603,-0.1241,-0.779,ok,avanzando en rough
182,63.6,64.8,67.8,63.9,73.2,65.8,64.3,65.6,-0.037,0.0,9.78,2.964,2628.987,-17.638,0.117,0.0502,13.119,8.899,metal,0.0,0.2,63.6,64.3,0.1611,-0.1248,-0.79,ok,avanzando en metal
183,65.2,62.7,72.2,66.8,68.5,65.9,72.0,64.9,1.515,0.001,9.799,3.967,-4103.045,-16.053,1.551,0.1193,13.238,9.018,rough,0.01,8.8,64.9,62.7,0.1627,-0.1265,-0.801,ok,avanzando en rough
184,67.1,64.0,66.8,68.0,73.5,68.1,66.3,68.4,-1.359,0.0,9.794,-0.089,2854.545,-11.952,2.874,0.0502,13.288,9.068,rough,0,7.9,67.1,64.0,0.1634,-0.1272,-0.808,ok,avanzando en rough
185,66.3,64.1,65.2,68.8,68.3,70.4,68.7,63.6,-0.104,0.001,9.786,-0.495,2895.037,-9.659,1.255,0.0502,13.339,9.119,rough,0,0.6,63.6,64.1,0.1641,-0.128,-0.814,ok,avanzando en rough
186,67.8,63.2,66.9,70.3,75.2,65.8,62.8,63.5,-0.087,0.0,9.832,-1.434,-419.643,-7.534,0.05,0.0502,13.389,9.169,carpet,0.0,0.5,63.5,62.8,0.1648,-0.1287,-0.819,ok,avanzando en carpet
187,63.7,66.1,63.7,66.2,65.1,66.3,67.9,77.6,1.119,0.0,9.78,-0.546,-5282.423,-6.281,1.207,0.1005,13.489,9.269,rough,0,6.5,63.7,66.1,0.1661,-0.1302,-0.823,ok,avanzando en rough
188,67.3,66.3,66.6,63.3,64.7,67.3,65.9,70.5,-0.957,0.0,9.825,-0.917,2640.387,-4.617,2.077,0.0502,13.54,9.32,rough,0,5.6,67.3,65.9,0.1668,-0.1309,-0.826,ok,avanzando en rough
189,69.8,65.8,66.1,67.8,66.3,69.2,73.2,69.3,-0.088,0.0,9.825,-1.19,2706.155,-3.766,0.869,0.0502,13.59,9.37,rough,0.0,0.5,69.3,65.8,0.1675,-0.1317,-0.829,ok,avanzando en rough
190,62.6,67.2,69.3,65.1,73.5,71.6,65.1,74.3,-0.074,0.0,9.808,-1.31,-345.229,-2.93,0.023,0.0502,13.64,9.42,carpet,0,0.4,62.6,65.1,0.1682,-0.1324,-0.83,ok,avanzando en carpet
191,66.1,67.6,73.7,68.4,64.5,65.0,72.0,69.3,1.131,0.0,9.8,-0.858,-5177.577,-2.425,1.205,0.1005,13.741,9.52,rough,0,6.6,66.1,67.6,0.1695,-0.1339,-0.832,ok,avanzando en rough
192,72.2,67.0,66.9,65.7,68.0,69.4,67.9,59.6,-0.949,0.0,9.816,-0.689,2590.011,-1.576,2.08,0.0502,13.791,9.571,rough,0.0,5.5,59.6,67.0,0.1702,-0.1346,-0.833,ok,avanzando en rough
193,67.3,70.2,66.6,65.6,66.3,62.1,62.9,69.6,-0.075,0.0,9.775,-0.878,2644.951,-1.362,0.874,0.0502,13.841,9.621,rough,0,0.4,67.3,62.9,0.1709,-0.1354,-0.834,ok,explorando (rough)
194,75.1,69.9,63.6,65.5,62.5,68.5,67.5,69.0,0.008,0.003,9.813,-0.497,98.688,89.839,0.091,0.0,14.501,8.962,sand,0.0,0.0,69.0,67.5,0.1709,-0.1354,-1.273,ok,avanzando en sand
195,71.2,68.2,71.0,67.4,60.4,76.7,67.7,68.7,1.656,0.001,9.787,-10.782,-6644.18,70.37,1.648,0.0722,14.576,9.031,rough,0,9.6,68.7,67.7,0.1714,-0.1367,-1.231,ok,avanzando en rough
196,68.4,65.2,70.3,64.9,76.5,69.6,65.8,68.1,-0.251,-0.0,9.814,-5.144,3295.557,56.294,1.907,0.0502,14.626,9.081,rough,0,1.5,68.1,65.2,0.1717,-0.1377,-1.195,ok,avanzando en rough
197,66.8,61.7,62.8,60.5,65.9,69.7,65.6,71.0,-0.009,-0.001,9.788,-6.372,3513.395,46.254,0.243,0.0502,14.676,9.131,metal,0.0,0.1,66.8,61.7,0.1721,-0.1386,-1.165,ok,avanzando en metal
198,70.1,65.0,70.6,69.3,73.3,61.6,69.6,67.8,1.505,-0.001,9.816,-8.781,-3177.118,37.144,1.514,0.1193,14.796,9.25,rough,0.01,8.7,67.8,65.0,0.1731,-0.1408,-1.141,ok,avanzando en rough
199,68.8,68.1,68.6,59.1,69.3,66.9,64.6,66.3,-1.415,-0.001,9.844,0.39,3764.685,30.307,2.92,0.0502,14.846,9.301,rough,0.0,8.2,66.3,64.6,0.1736,-0.1417,-1.122,ok,avanzando en rough
200,65.0,64.8,68.9,66.7,65.2,70.8,68.5,64.1,0.044,-0.001,9.869,2.343,-1853.503,23.405,1.459,0.0502,14.896,9.351,rough,0,0.3,64.1,64.8,0.174,-0.1426,-1.107,ok,avanzando en rough
201,65.2,67.9,69.9,67.8,64.4,64.3,65.2,64.6,0.04,-0.001,9.782,3.747,145.327,19.167,0.087,0.0502,14.946,9.401,carpet,0,0.2,64.6,65.2,0.1745,-0.1435,-1.095,ok,avanzando en carpet
202,69.3,63.0,68.0,66.8,65.4,69.0,70.3,58.6,1.018,-0.001,9.805,1.759,107.63,16.404,0.979,0.1005,15.047,9.502,rough,0.0,5.9,58.6,63.0,0.1754,-0.1452,-1.084,ok,avanzando en rough
203,65.8,65.7,72.2,66.8,63.9,65.9,61.1,68.5,-1.147,-0.001,9.828,2.529,4948.162,12.552,2.166,0.0502,15.097,9.552,rough,0,6.7,65.8,61.1,0.1759,-0.1461,-1.076,ok,avanzando en rough
204,68.6,65.5,65.1,66.9,62.2,72.0,68.2,65.3,-0.071,-0.001,9.806,2.144,-2441.883,9.133,1.077,0.0502,15.147,9.602,rough,0.0,0.4,65.3,65.5,0.1764,-0.147,-1.07,ok,avanzando en rough
205,71.4,72.7,71.0,72.3,68.8,66.5,73.0,65.3,0.036,-0.001,9.817,3.104,-2528.394,7.051,0.107,0.0502,15.198,9.652,metal,0.0,0.2,65.3,72.7,0.1769,-0.1479,-1.066,ok,avanzando en metal
206,66.1,65.0,68.1,69.7,70.6,64.3,64.0,67.6,1.408,-0.0,9.846,1.979,65.375,6.15,1.373,0.1193,15.317,9.772,rough,0.01,8.1,66.1,64.0,0.178,-0.15,-1.062,ok,avanzando en rough
207,72.6,64.6,72.7,72.5,66.2,65.9,72.7,67.4,-1.626,-0.001,9.718,2.167,6781.824,4.026,3.037,0.0502,15.367,9.822,rough,0,9.5,67.4,64.6,0.1785,-0.1508,-1.059,ok,avanzando en rough
208,73.8,64.5,69.4,70.9,69.0,62.3,71.5,66.2,-0.111,-0.0,9.746,1.465,-3367.449,2.452,1.515,0.0502,15.417,9.872,rough,0.0,0.7,66.2,64.5,0.179,-0.1517,-1.058,ok,avanzando en rough
209,69.9,71.2,66.1,70.4,67.6,66.7,65.0,65.6,0.036,-0.001,9.77,1.961,-3505.02,1.744,0.149,0.0502,15.468,9.922,metal,0.0,0.2,65.6,65.0,0.1795,-0.1526,-1.057,ok,avanzando en metal
210,65.4,71.6,67.9,68.7,66.5,66.4,67.3,63.0,1.337,-0.0,9.817,0.817,1707.329,1.718,1.302,0.1193,15.587,10.042,rough,0.01,7.8,63.0,67.3,0.1807,-0.1547,-1.056,ok,avanzando en rough
211,66.0,66.5,60.0,69.5,73.4,69.3,72.4,64.7,-1.405,-0.001,9.806,1.52,-62.711,0.738,2.742,0.0502,15.637,10.092,rough,0,8.2,64.7,66.5,0.1812,-0.1555,-1.055,ok,avanzando en rough
212,71.3,57.5,66.6,66.0,66.2,69.7,64.2,66.6,-0.028,-0.0,9.786,1.242,-102.281,0.527,1.377,0.0502,15.687,10.142,rough,0,0.2,66.6,57.5,0.1817,-0.1564,-1.055,ok,avanzando en rough
213,71.2,69.7,68.4,62.9,69.1,67.5,71.0,66.2,-0.023,-0.0,9.855,1.011,-137.489,0.374,0.069,0.0502,15.738,10.192,carpet,0.0,0.1,66.2,69.7,0.1822,-0.1573,-1.055,ok,avanzando en carpet
214,61.9,74.7,65.5,70.0,67.5,63.6,66.3,64.8,1.159,-0.0,9.753,0.828,-4967.639,0.364,1.186,0.1005,15.838,10.293,rough,0,6.8,61.9,66.3,0.1832,-0.159,-1.054,ok,avanzando en rough
215,67.9,65.8,67.4,66.1,67.6,65.0,69.6,67.2,-0.9,-0.0,9.811,0.466,2467.309,-0.032,2.059,0.0502,15.888,10.343,rough,0.0,5.2,67.2,65.8,0.1837,-0.1599,-1.054,ok,explorando (rough)
216,66.1,67.9,74.6,72.1,65.6,67.2,66.2,67.7,-0.065,-0.008,9.813,8.94,-276.144,39.861,0.834,0.0,16.19,10.042,rough,0.0,0.4,66.1,66.2,0.1837,-0.1599,-1.256,ok,avanzando en rough
217,69.6,64.3,65.8,65.8,69.0,68.2,61.7,67.3,1.14,-0.0,9.775,4.108,-5143.009,31.332,1.206,0.0502,16.24,10.092,rough,0.0,6.7,67.3,61.7,0.184,-0.1609,-1.236,ok,avanzando en rough
218,64.4,68.1,66.7,65.7,64.7,72.0,63.1,70.5,0.048,-0.001,9.795,0.936,2551.268,23.48,1.092,0.0502,16.29,10.142,rough,0,0.3,64.4,63.1,0.1843,-0.1618,-1.221,ok,avanzando en rough
219,67.3,63.4,63.7,59.6,64.8,68.9,62.4,62.9,-0.065,-0.001,9.807,2.273,2644.885,19.21,0.114,0.0502,16.341,10.192,metal,0.0,0.4,62.9,62.4,0.1847,-0.1627,-1.209,ok,avanzando en metal
220,66.2,67.7,63.4,70.6,71.9,70.2,64.8,75.2,1.486,-0.001,9.778,0.261,-4117.425,15.018,1.552,0.1193,16.46,10.312,rough,0.01,8.6,66.2,64.8,0.1856,-0.165,-1.199,ok,avanzando en rough
